Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge
536.0,39.0,5.19,424.0,3-Wheeler,fast,82.0
537.0,69.0,5.77,N/A,3-Wheeler,fast,19.0
,89.0,6.13,453.0,2-Wheeler,Moderate,36.0
539.0,28.0,9.74,,CAR,,72.0
540.0,unknown,6.99,164.0,CAR,,79.0
541.0,21.0,error,208.0,,,21.0
542.0,95.0,5.1,568.0,3-Wheeler,,62.0
543.0,74.0,7.73,187.0,Car,,60.0
544.0,26.0,,593.0,3-Wheeler,SLOW,69.0
545.0,82.0,7.76,199.0,car,SLOW,90.0
546.0,79.0,4.23,261.0,3-Wheeler,SLOW,24.0
,86.0,error,341.0,Car,Moderate,25.0
548.0,43.0,6.69,495.0,,fast,64.0
549.0,58.0,5.77,,car,SLOW,87.0
550.0,90.0,,306.0,Car,fast,
551.0,28.0,2.24,569.0,Bus,Fast,35.0
552.0,99.0,error,586.0,3-Wheeler,Moderate,64.0
553.0,95.0,2.55,197.0,,Slow,61.0
554.0,64.0,4.28,285.0,2-Wheeler,SLOW,73.0
555.0,30.0,5.76,105.0,3-Wheeler,Moderate,24.0
556.0,70.0,,128.0,2-Wheeler,,
557.0,34.0,3.76,233.0,Car,Fast,
,50.0,9.4,293.0,Bus,Moderate,71.0
559.0,68.0,8.8,502.0,car,,28.0
560.0,,4.18,109.0,car,Slow,36.0
561.0,54.0,4.68,230.0,,fast,61.0
562.0,,9.37,161.0,,,57.0
563.0,,8.65,204.0,Car,fast,60.0
564.0,48.0,1.04,541.0,car,,99.0
565.0,32.0,5.24,,3-Wheeler,Fast,99.0
566.0,90.0,2.83,240.0,CAR,fast,84.0
567.0,51.0,8.74,,CAR,Moderate,55.0
568.0,65.0,4.14,393.0,2-Wheeler,Slow,50.0
569.0,33.0,8.23,146.0,2-Wheeler,Moderate,76.0
,98.0,5.37,379.0,Car,fast,20.0
571.0,58.0,4.29,312.0,3-Wheeler,Fast,95.0
572.0,unknown,0.7,501.0,2-Wheeler,,
573.0,29.0,2.84,190.0,Car,,97.0
574.0,97.0,3.81,238.0,car,Slow,42.0
575.0,31.0,9.53,352.0,Bus,,27.0
576.0,41.0,9.12,574.0,CAR,Fast,87.0
577.0,58.0,0.6,107.0,2-Wheeler,Slow,43.0
578.0,38.0,,111.0,,Moderate,82.0
579.0,44.0,1.85,142.0,Car,,21.0
,61.0,0.67,454.0,,Fast,91.0
581.0,92.0,3.66,253.0,,Slow,54.0
582.0,unknown,4.13,180.0,CAR,,76.0
583.0,99.0,5.15,128.0,2-Wheeler,,
584.0,41.0,8.85,301.0,Bus,Fast,97.0
585.0,79.0,,366.0,Car,Slow,32.0
586.0,,7.56,402.0,Bus,Fast,22.0
587.0,99.0,9.6,438.0,,SLOW,64.0
588.0,81.0,3.56,289.0,Bus,Moderate,18.0
589.0,89.0,error,252.0,2-Wheeler,fast,32.0
590.0,20.0,9.11,,Car,SLOW,73.0
591.0,80.0,,134.0,CAR,Moderate,28.0
,30.0,1.17,488.0,2-Wheeler,,62.0
593.0,62.0,7.43,279.0,2-Wheeler,,17.0
594.0,46.0,,425.0,CAR,fast,45.0
595.0,,8.31,,3-Wheeler,Moderate,
596.0,21.0,error,192.0,Bus,Moderate,25.0
,38.0,,466.0,CAR,,53.0
,50.0,5.46,492.0,Car,Fast,12.0
599.0,60.0,7.27,273.0,2-Wheeler,fast,77.0
600.0,82.0,4.0,401.0,car,Fast,97.0
,72.0,1.05,421.0,,Slow,16.0
602.0,24.0,,167.0,3-Wheeler,SLOW,76.0
603.0,36.0,2.94,573.0,3-Wheeler,Slow,48.0
604.0,29.0,9.38,412.0,Car,fast,28.0
605.0,32.0,2.47,420.0,car,fast,39.0
606.0,,1.79,207.0,Bus,,83.0
607.0,unknown,2.2,572.0,CAR,,89.0
608.0,34.0,6.51,285.0,Bus,,60.0
609.0,60.0,3.95,N/A,3-Wheeler,Moderate,79.0
610.0,94.0,1.47,112.0,Bus,SLOW,95.0
611.0,31.0,6.87,119.0,2-Wheeler,Fast,87.0
612.0,65.0,8.72,378.0,,,49.0
613.0,81.0,1.28,271.0,car,,53.0
614.0,92.0,2.45,290.0,CAR,Moderate,36.0
615.0,42.0,9.39,185.0,3-Wheeler,Moderate,82.0
616.0,54.0,1.44,405.0,CAR,SLOW,70.0
617.0,unknown,5.64,103.0,,,50.0
618.0,62.0,5.45,231.0,CAR,Fast,71.0
619.0,83.0,6.62,290.0,car,Fast,67.0
620.0,63.0,7.53,142.0,CAR,fast,70.0
621.0,,,569.0,3-Wheeler,SLOW,20.0
,unknown,9.8,485.0,,fast,70.0
623.0,97.0,,569.0,2-Wheeler,fast,24.0
,39.0,6.38,531.0,Bus,Fast,96.0
625.0,unknown,8.95,484.0,3-Wheeler,Slow,18.0
626.0,86.0,,529.0,CAR,Slow,17.0
627.0,67.0,6.18,,3-Wheeler,Slow,15.0
628.0,91.0,3.91,N/A,,,61.0
629.0,73.0,5.98,107.0,3-Wheeler,,83.0
,49.0,5.31,260.0,3-Wheeler,SLOW,11.0
631.0,unknown,2.26,567.0,car,Slow,23.0
632.0,83.0,3.05,366.0,Bus,Fast,59.0
633.0,20.0,error,180.0,Car,,30.0
634.0,89.0,,158.0,car,fast,14.0
635.0,96.0,4.16,N/A,,,23.0
636.0,77.0,7.5,146.0,Car,Moderate,44.0
637.0,49.0,1.76,221.0,2-Wheeler,Fast,67.0
638.0,20.0,4.72,357.0,car,Moderate,65.0
639.0,86.0,4.62,266.0,,,52.0
640.0,,,266.0,,Fast,84.0
641.0,44.0,3.84,,,Slow,51.0
642.0,42.0,4.09,522.0,CAR,Slow,71.0
643.0,,8.39,219.0,CAR,Slow,61.0
,43.0,,540.0,3-Wheeler,,34.0
645.0,89.0,7.59,314.0,3-Wheeler,Fast,60.0
,,6.7,147.0,,Moderate,71.0
,64.0,2.77,262.0,3-Wheeler,SLOW,67.0
648.0,95.0,7.33,,3-Wheeler,Moderate,49.0
649.0,25.0,2.7,185.0,,,42.0
650.0,70.0,error,107.0,car,fast,95.0
651.0,86.0,2.93,519.0,Car,Slow,16.0
652.0,39.0,6.96,442.0,Bus,fast,86.0
653.0,38.0,4.82,N/A,CAR,Moderate,47.0
654.0,,3.89,270.0,CAR,Fast,10.0
655.0,97.0,5.07,452.0,CAR,,
656.0,60.0,4.87,534.0,car,,38.0
657.0,99.0,1.2,331.0,2-Wheeler,Fast,16.0
658.0,87.0,4.02,N/A,Car,Slow,39.0
659.0,,5.91,583.0,2-Wheeler,,89.0
660.0,86.0,7.17,163.0,,Fast,
661.0,82.0,0.7,N/A,,,27.0
662.0,80.0,7.34,,3-Wheeler,Fast,60.0
663.0,,3.64,118.0,CAR,Slow,27.0
664.0,43.0,,343.0,car,SLOW,85.0
,36.0,0.82,208.0,CAR,Fast,57.0
666.0,,6.34,294.0,,fast,
667.0,,4.49,101.0,2-Wheeler,Slow,70.0
668.0,62.0,8.46,515.0,,,31.0
669.0,95.0,2.39,381.0,3-Wheeler,Slow,
670.0,93.0,2.19,250.0,,,45.0
671.0,35.0,2.43,486.0,,Moderate,54.0
672.0,78.0,5.46,491.0,Car,Moderate,60.0
673.0,94.0,2.72,,Car,fast,49.0
674.0,81.0,3.59,570.0,2-Wheeler,Slow,87.0
675.0,96.0,,415.0,CAR,Moderate,13.0
676.0,61.0,8.87,331.0,Bus,Moderate,41.0
677.0,21.0,5.1,353.0,3-Wheeler,,27.0
678.0,23.0,2.54,446.0,car,Slow,65.0
679.0,46.0,,319.0,Bus,,77.0
680.0,39.0,5.61,,,SLOW,95.0
,62.0,7.95,251.0,,SLOW,55.0
682.0,79.0,5.05,526.0,CAR,SLOW,34.0
683.0,50.0,8.91,279.0,3-Wheeler,Moderate,70.0
684.0,21.0,8.97,428.0,Car,Slow,
685.0,33.0,error,112.0,,Moderate,21.0
686.0,28.0,8.66,547.0,Bus,SLOW,78.0
687.0,92.0,0.9,452.0,Car,Fast,57.0
688.0,81.0,5.23,473.0,3-Wheeler,Fast,94.0
689.0,86.0,7.55,519.0,3-Wheeler,SLOW,72.0
,25.0,1.76,553.0,CAR,,45.0
691.0,48.0,3.78,433.0,,Slow,46.0
692.0,41.0,error,578.0,Car,,
693.0,57.0,1.86,345.0,Car,Fast,79.0
694.0,unknown,6.08,157.0,CAR,,59.0
695.0,99.0,9.83,440.0,,,69.0
696.0,45.0,1.94,271.0,,Slow,31.0
697.0,41.0,error,503.0,3-Wheeler,Moderate,
698.0,23.0,error,138.0,,SLOW,66.0
699.0,unknown,7.16,518.0,Car,SLOW,57.0
700.0,unknown,7.7,342.0,3-Wheeler,Moderate,63.0
701.0,27.0,7.45,413.0,,,70.0
702.0,53.0,3.17,500.0,car,,86.0
703.0,24.0,,364.0,Bus,,
704.0,45.0,9.21,595.0,Car,,31.0
705.0,85.0,9.68,N/A,CAR,Moderate,30.0
706.0,73.0,2.91,539.0,3-Wheeler,Fast,85.0
707.0,,6.24,583.0,Car,Moderate,49.0
708.0,97.0,2.1,,Car,,92.0
709.0,86.0,5.61,,3-Wheeler,Slow,16.0
710.0,94.0,,,Bus,Slow,55.0
711.0,27.0,0.68,531.0,,fast,15.0
712.0,57.0,7.72,318.0,CAR,Moderate,
,49.0,1.92,313.0,3-Wheeler,SLOW,11.0
714.0,42.0,8.8,562.0,Car,,93.0
715.0,,0.91,227.0,Bus,,38.0
716.0,49.0,0.85,549.0,3-Wheeler,,17.0
717.0,,4.0,518.0,Bus,Moderate,51.0
718.0,85.0,7.4,213.0,car,,
719.0,47.0,8.29,399.0,car,fast,72.0
720.0,32.0,2.62,,,Moderate,83.0
721.0,67.0,,573.0,Car,Fast,23.0
722.0,,0.91,577.0,2-Wheeler,,97.0
723.0,65.0,9.88,544.0,3-Wheeler,Slow,83.0
,37.0,7.85,153.0,,Slow,92.0
725.0,96.0,,255.0,CAR,Fast,86.0
726.0,92.0,3.21,232.0,2-Wheeler,,77.0
727.0,53.0,5.61,403.0,Car,Fast,
728.0,32.0,5.7,143.0,2-Wheeler,,73.0
729.0,84.0,8.26,509.0,car,SLOW,82.0
730.0,72.0,1.16,393.0,2-Wheeler,SLOW,30.0
731.0,30.0,1.48,,,Moderate,11.0
732.0,34.0,7.3,362.0,,,46.0
733.0,84.0,5.59,458.0,Car,Moderate,66.0
734.0,41.0,0.92,172.0,,SLOW,70.0
735.0,21.0,3.93,165.0,CAR,Fast,57.0
736.0,90.0,error,266.0,car,Slow,88.0
737.0,81.0,4.16,401.0,,,18.0
738.0,41.0,1.8,257.0,Car,,58.0
739.0,71.0,6.37,583.0,3-Wheeler,Slow,17.0
740.0,90.0,9.56,490.0,3-Wheeler,,99.0
741.0,78.0,2.9,155.0,,,
742.0,31.0,2.52,582.0,,SLOW,
743.0,,3.9,520.0,CAR,Moderate,14.0
744.0,,1.88,164.0,,,66.0
745.0,42.0,9.03,259.0,Bus,Slow,52.0
746.0,72.0,7.79,558.0,car,,17.0
,22.0,1.06,419.0,,SLOW,69.0
748.0,79.0,1.67,343.0,3-Wheeler,Fast,18.0
,70.0,2.19,399.0,3-Wheeler,Moderate,38.0
750.0,unknown,3.38,532.0,,,61.0
751.0,56.0,3.67,N/A,2-Wheeler,SLOW,
752.0,38.0,1.91,283.0,Car,,58.0
753.0,,5.88,416.0,Bus,SLOW,
754.0,36.0,4.07,111.0,,Moderate,21.0
,,error,596.0,,fast,91.0
756.0,30.0,4.21,516.0,,Moderate,71.0
757.0,26.0,9.21,537.0,Car,SLOW,40.0
758.0,59.0,3.71,N/A,Car,Fast,49.0
759.0,83.0,4.48,157.0,2-Wheeler,Fast,82.0
760.0,29.0,3.1,106.0,,fast,54.0
,92.0,3.76,244.0,,Fast,15.0
762.0,91.0,3.58,356.0,3-Wheeler,,75.0
763.0,,2.18,503.0,Bus,Fast,25.0
764.0,unknown,1.82,195.0,3-Wheeler,Slow,47.0
765.0,73.0,8.02,394.0,3-Wheeler,SLOW,83.0
,92.0,4.93,118.0,2-Wheeler,Moderate,55.0
767.0,49.0,,,Car,Slow,
768.0,75.0,,491.0,CAR,Slow,45.0
769.0,39.0,6.02,,3-Wheeler,Fast,83.0
770.0,35.0,,350.0,2-Wheeler,Fast,43.0
771.0,55.0,5.68,584.0,Bus,SLOW,
772.0,78.0,2.08,494.0,CAR,Moderate,22.0
773.0,63.0,9.67,365.0,,Fast,24.0
774.0,61.0,6.5,,2-Wheeler,Slow,43.0
775.0,unknown,8.63,582.0,Bus,Moderate,13.0
776.0,52.0,2.81,321.0,,,20.0
777.0,52.0,,116.0,car,Slow,51.0
778.0,74.0,4.61,,,fast,24.0
779.0,29.0,3.11,375.0,car,Slow,62.0
780.0,80.0,4.59,190.0,Car,,23.0
781.0,92.0,8.43,138.0,3-Wheeler,Moderate,34.0
782.0,unknown,0.86,351.0,Bus,SLOW,42.0
783.0,94.0,5.15,552.0,,fast,33.0
784.0,82.0,0.78,181.0,car,Moderate,71.0
785.0,75.0,8.6,380.0,2-Wheeler,Fast,17.0
786.0,84.0,6.59,N/A,3-Wheeler,Moderate,18.0
787.0,55.0,8.55,107.0,,Moderate,75.0
788.0,70.0,,216.0,2-Wheeler,,86.0
789.0,83.0,3.2,441.0,2-Wheeler,Fast,83.0
790.0,unknown,6.12,114.0,,Slow,96.0
791.0,50.0,0.62,,Bus,fast,34.0
,,5.68,317.0,,Slow,
,71.0,6.42,137.0,2-Wheeler,fast,91.0
794.0,70.0,8.17,449.0,2-Wheeler,Moderate,27.0
795.0,69.0,0.86,175.0,CAR,Slow,75.0
,57.0,error,219.0,,Slow,19.0
797.0,28.0,4.86,296.0,3-Wheeler,fast,45.0
798.0,60.0,5.64,143.0,Car,Fast,93.0
,70.0,2.76,328.0,2-Wheeler,Fast,84.0
,,2.68,335.0,CAR,SLOW,91.0
801.0,60.0,6.26,517.0,3-Wheeler,Moderate,
802.0,84.0,5.32,490.0,2-Wheeler,SLOW,61.0
803.0,50.0,error,522.0,Car,Slow,51.0
804.0,44.0,3.27,156.0,3-Wheeler,fast,38.0
805.0,71.0,8.52,551.0,2-Wheeler,SLOW,48.0
806.0,67.0,2.29,321.0,,Moderate,31.0
807.0,67.0,4.61,,,Slow,42.0
808.0,99.0,4.1,118.0,,Slow,79.0
809.0,55.0,3.47,233.0,,Moderate,72.0
810.0,78.0,7.02,448.0,car,Moderate,17.0
811.0,60.0,6.41,222.0,,Slow,55.0
812.0,94.0,4.97,555.0,CAR,Fast,44.0
813.0,95.0,0.57,270.0,2-Wheeler,Slow,72.0
814.0,91.0,3.83,366.0,,Slow,83.0
815.0,85.0,error,429.0,3-Wheeler,Moderate,84.0
816.0,46.0,4.77,N/A,CAR,Fast,69.0
817.0,88.0,3.21,287.0,2-Wheeler,fast,96.0
818.0,34.0,9.59,110.0,3-Wheeler,SLOW,42.0
819.0,51.0,2.05,449.0,3-Wheeler,,55.0
820.0,99.0,4.71,270.0,CAR,,93.0
821.0,42.0,2.14,495.0,,Slow,22.0
822.0,68.0,4.52,119.0,Car,Slow,56.0
823.0,unknown,1.51,397.0,3-Wheeler,Slow,83.0
824.0,21.0,6.61,N/A,,,90.0
825.0,20.0,1.67,357.0,2-Wheeler,Fast,79.0
826.0,54.0,3.13,274.0,CAR,SLOW,41.0
827.0,82.0,8.75,N/A,,Moderate,41.0
828.0,98.0,4.59,,CAR,fast,93.0
829.0,24.0,3.68,457.0,2-Wheeler,SLOW,71.0
830.0,28.0,0.53,428.0,2-Wheeler,Slow,71.0
831.0,82.0,,131.0,3-Wheeler,,89.0
832.0,25.0,6.4,581.0,Car,SLOW,99.0
833.0,42.0,8.1,192.0,Bus,Fast,95.0
834.0,unknown,,292.0,CAR,Fast,37.0
835.0,unknown,6.14,543.0,,fast,94.0
836.0,,3.17,559.0,CAR,Fast,18.0
837.0,,6.52,574.0,,,72.0
838.0,57.0,,440.0,car,Slow,70.0
839.0,33.0,1.45,294.0,Car,,26.0
840.0,28.0,4.44,100.0,CAR,SLOW,57.0
841.0,93.0,5.96,345.0,3-Wheeler,fast,90.0
842.0,49.0,,,CAR,Moderate,44.0
843.0,70.0,error,558.0,,Fast,17.0
844.0,97.0,7.87,467.0,car,SLOW,53.0
845.0,43.0,6.68,339.0,car,Slow,16.0
846.0,80.0,6.49,207.0,,SLOW,23.0
847.0,26.0,3.72,327.0,,,65.0
848.0,91.0,6.08,142.0,Car,Slow,65.0
849.0,47.0,5.45,179.0,car,Moderate,
850.0,68.0,5.39,546.0,3-Wheeler,SLOW,82.0
851.0,,2.97,176.0,Car,Moderate,
,94.0,6.12,405.0,2-Wheeler,fast,36.0
853.0,63.0,6.22,594.0,Car,Slow,57.0
854.0,57.0,,391.0,Bus,,79.0
855.0,94.0,2.13,512.0,,Moderate,27.0
856.0,92.0,1.99,311.0,Car,,60.0
,94.0,6.05,273.0,CAR,fast,49.0
858.0,68.0,3.64,496.0,Car,,
859.0,90.0,,224.0,2-Wheeler,Fast,67.0
860.0,72.0,3.0,262.0,CAR,Slow,26.0
861.0,40.0,3.75,,,SLOW,85.0
862.0,72.0,1.38,563.0,2-Wheeler,Moderate,38.0
863.0,20.0,3.33,510.0,,,61.0
864.0,53.0,9.22,110.0,,Slow,84.0
865.0,,9.06,339.0,,fast,51.0
866.0,38.0,9.15,N/A,,,46.0
867.0,66.0,3.48,,,,58.0
868.0,65.0,3.14,,CAR,Moderate,16.0
869.0,58.0,3.95,195.0,car,Fast,93.0
870.0,24.0,8.23,N/A,3-Wheeler,SLOW,72.0
871.0,,0.76,438.0,car,Moderate,43.0
872.0,95.0,7.06,337.0,,fast,55.0
873.0,46.0,2.94,519.0,3-Wheeler,,23.0
874.0,31.0,6.57,,,SLOW,57.0
875.0,93.0,7.47,N/A,,Moderate,79.0
876.0,32.0,2.71,575.0,3-Wheeler,fast,20.0
877.0,58.0,2.0,309.0,3-Wheeler,,25.0
878.0,50.0,8.84,444.0,car,Fast,62.0
879.0,77.0,7.82,397.0,2-Wheeler,fast,
880.0,,0.71,N/A,3-Wheeler,fast,68.0
881.0,63.0,8.04,486.0,Bus,fast,49.0
882.0,51.0,6.65,,Car,,75.0
,98.0,9.63,436.0,3-Wheeler,,93.0
,48.0,,300.0,2-Wheeler,Moderate,
885.0,31.0,0.57,119.0,Car,SLOW,22.0
886.0,35.0,5.29,364.0,Bus,Moderate,73.0
887.0,,1.41,578.0,car,SLOW,53.0
888.0,22.0,,439.0,,fast,55.0
889.0,65.0,3.97,370.0,CAR,Fast,57.0
890.0,97.0,,217.0,Bus,Fast,59.0
891.0,62.0,4.84,237.0,,Fast,24.0
,,7.21,111.0,3-Wheeler,Slow,86.0
893.0,87.0,9.63,552.0,CAR,SLOW,88.0
894.0,71.0,2.8,264.0,Car,Fast,69.0
895.0,21.0,7.35,290.0,CAR,Fast,52.0
896.0,,2.14,427.0,2-Wheeler,Moderate,47.0
897.0,,,N/A,car,,65.0
898.0,78.0,5.53,116.0,2-Wheeler,,81.0
899.0,unknown,2.84,,3-Wheeler,Moderate,89.0
,,5.22,533.0,CAR,,15.0
901.0,58.0,8.75,247.0,car,Slow,45.0
902.0,37.0,,402.0,car,Moderate,90.0
903.0,56.0,8.61,N/A,Car,,83.0
904.0,,2.77,162.0,Bus,Slow,79.0
905.0,unknown,5.47,220.0,2-Wheeler,,64.0
906.0,56.0,4.36,356.0,Bus,Fast,64.0
907.0,97.0,0.78,,Car,Moderate,31.0
908.0,35.0,error,517.0,3-Wheeler,fast,42.0
909.0,,4.89,495.0,Car,Fast,41.0
910.0,66.0,9.6,507.0,Bus,fast,48.0
911.0,72.0,7.27,,,SLOW,19.0
,44.0,5.65,155.0,car,Moderate,52.0
913.0,54.0,2.33,134.0,,,51.0
914.0,97.0,,555.0,,,62.0
915.0,85.0,1.88,113.0,Car,,99.0
916.0,64.0,error,,Car,SLOW,19.0
917.0,48.0,3.27,121.0,Bus,Slow,42.0
918.0,57.0,,325.0,Bus,SLOW,42.0
919.0,43.0,5.58,418.0,,Fast,30.0
920.0,82.0,9.71,251.0,,Moderate,13.0
921.0,71.0,5.85,596.0,,Moderate,85.0
922.0,85.0,,454.0,CAR,SLOW,24.0
923.0,unknown,6.23,185.0,Car,,97.0
,33.0,2.98,368.0,CAR,,39.0
925.0,37.0,8.86,498.0,3-Wheeler,,45.0
926.0,46.0,7.86,529.0,car,Fast,18.0
927.0,33.0,8.95,468.0,car,,97.0
928.0,88.0,1.7,575.0,2-Wheeler,Moderate,26.0
929.0,23.0,6.39,321.0,2-Wheeler,Fast,38.0
930.0,90.0,4.23,408.0,Bus,Fast,30.0
931.0,,3.62,496.0,2-Wheeler,,62.0
932.0,97.0,error,288.0,3-Wheeler,Slow,52.0
933.0,unknown,4.37,243.0,2-Wheeler,fast,28.0
934.0,24.0,4.6,539.0,2-Wheeler,Slow,15.0
935.0,29.0,7.0,558.0,,,35.0
936.0,48.0,5.91,238.0,,,88.0
,75.0,4.17,534.0,Bus,Moderate,82.0
938.0,45.0,4.31,313.0,CAR,Fast,29.0
939.0,97.0,3.02,224.0,2-Wheeler,Slow,96.0
940.0,,8.58,594.0,,,
,24.0,,563.0,Bus,fast,95.0
942.0,74.0,9.91,504.0,,Fast,15.0
943.0,92.0,2.51,218.0,CAR,Moderate,21.0
944.0,92.0,7.64,,2-Wheeler,fast,94.0
945.0,68.0,7.49,498.0,car,Slow,
946.0,,8.69,508.0,Bus,SLOW,10.0
947.0,57.0,9.48,216.0,,Moderate,
948.0,72.0,6.74,238.0,car,fast,
949.0,24.0,1.76,249.0,,Slow,11.0
950.0,58.0,5.03,409.0,Bus,,39.0
951.0,36.0,1.27,,,Moderate,47.0
952.0,82.0,9.96,552.0,2-Wheeler,,96.0
953.0,95.0,5.41,404.0,,fast,25.0
954.0,45.0,8.61,166.0,2-Wheeler,,33.0
955.0,40.0,9.88,497.0,,,96.0
956.0,97.0,2.98,390.0,Car,SLOW,53.0
957.0,96.0,7.16,297.0,3-Wheeler,Fast,60.0
958.0,40.0,2.44,592.0,Car,Fast,76.0
959.0,,3.11,504.0,2-Wheeler,,54.0
960.0,69.0,2.76,426.0,3-Wheeler,fast,55.0
961.0,39.0,error,375.0,car,Fast,79.0
962.0,,,386.0,Bus,fast,41.0
963.0,94.0,8.9,N/A,3-Wheeler,fast,47.0
964.0,,4.67,431.0,,,55.0
965.0,,6.8,442.0,2-Wheeler,,
966.0,,3.04,N/A,Bus,SLOW,82.0
,44.0,2.3,565.0,,fast,98.0
968.0,22.0,5.66,101.0,2-Wheeler,,
969.0,74.0,4.82,252.0,Bus,Fast,86.0
970.0,90.0,8.53,571.0,2-Wheeler,,58.0
971.0,29.0,9.48,133.0,2-Wheeler,,85.0
,67.0,4.65,328.0,,Moderate,42.0
,52.0,2.93,N/A,,SLOW,31.0
974.0,52.0,5.63,469.0,,SLOW,84.0
975.0,24.0,0.58,255.0,,Fast,15.0
,28.0,2.75,161.0,,,45.0
977.0,37.0,7.76,416.0,2-Wheeler,Moderate,35.0
978.0,64.0,5.06,129.0,CAR,Fast,72.0
979.0,23.0,6.35,585.0,3-Wheeler,fast,65.0
980.0,80.0,2.56,269.0,,Slow,12.0
981.0,68.0,1.31,581.0,2-Wheeler,,57.0
982.0,81.0,9.05,249.0,,Moderate,66.0
983.0,81.0,8.61,497.0,3-Wheeler,Fast,45.0
,30.0,7.61,251.0,CAR,Slow,63.0
985.0,96.0,9.63,,Bus,fast,78.0
986.0,97.0,,199.0,CAR,,61.0
987.0,,7.92,245.0,car,,44.0
988.0,47.0,1.02,310.0,car,SLOW,80.0
989.0,45.0,,569.0,2-Wheeler,Slow,94.0
,26.0,5.89,565.0,CAR,fast,66.0
991.0,28.0,4.62,N/A,,,
992.0,77.0,9.82,N/A,CAR,SLOW,27.0
993.0,,,343.0,Car,SLOW,63.0
,77.0,5.71,,3-Wheeler,fast,15.0
995.0,38.0,4.26,510.0,,fast,90.0
,25.0,2.75,463.0,car,Moderate,34.0
997.0,63.0,,353.0,,Fast,10.0
998.0,86.0,,279.0,CAR,,56.0
999.0,91.0,6.69,571.0,2-Wheeler,,12.0
1000.0,61.0,,442.0,Car,Slow,
1001.0,25.0,6.82,188.0,2-Wheeler,Moderate,57.0
1002.0,70.0,6.98,510.0,car,,79.0
,51.0,9.86,248.0,Car,Fast,31.0
1004.0,,9.55,328.0,CAR,Fast,51.0
1005.0,53.0,3.56,201.0,Car,,44.0
1006.0,,9.2,543.0,2-Wheeler,Moderate,22.0
1007.0,54.0,4.23,380.0,Bus,Slow,69.0
1008.0,66.0,,405.0,3-Wheeler,,61.0
1009.0,81.0,1.45,313.0,Car,,40.0
1010.0,,2.2,491.0,3-Wheeler,,95.0
1011.0,,3.93,,car,Moderate,34.0
1012.0,52.0,5.92,105.0,Car,,69.0
1013.0,30.0,6.05,381.0,,Slow,74.0
1014.0,95.0,6.26,284.0,Car,Slow,56.0
1015.0,96.0,1.83,355.0,Bus,,16.0
1016.0,59.0,5.02,256.0,,,34.0
1017.0,88.0,4.42,207.0,Bus,fast,46.0
1018.0,unknown,9.16,549.0,Car,Moderate,91.0
1019.0,27.0,5.6,409.0,,SLOW,85.0
1020.0,23.0,5.01,124.0,Car,,
1021.0,52.0,error,441.0,,fast,83.0
1022.0,unknown,2.68,354.0,car,Moderate,62.0
1023.0,59.0,9.2,325.0,Bus,Fast,46.0
1024.0,60.0,6.46,219.0,,,49.0
1025.0,90.0,6.61,333.0,CAR,fast,82.0
1026.0,83.0,1.16,435.0,,,67.0
1027.0,63.0,2.17,196.0,Bus,Slow,41.0
,,6.77,520.0,car,Slow,64.0
1029.0,93.0,7.31,333.0,3-Wheeler,Slow,55.0
1030.0,53.0,9.77,N/A,Car,SLOW,70.0
1031.0,49.0,6.45,290.0,,fast,54.0
1032.0,87.0,4.23,,3-Wheeler,Fast,30.0
1033.0,26.0,1.38,N/A,Bus,,
1034.0,75.0,error,150.0,,SLOW,63.0
1035.0,39.0,7.39,510.0,,,28.0
,90.0,,233.0,,SLOW,60.0
1037.0,94.0,8.05,198.0,CAR,fast,85.0
1038.0,,3.38,323.0,Bus,fast,20.0
1039.0,54.0,,466.0,car,Moderate,41.0
1040.0,46.0,1.25,,Car,,78.0
1041.0,98.0,8.6,,3-Wheeler,fast,49.0
1042.0,42.0,5.54,539.0,,Fast,
1043.0,55.0,3.27,,car,Moderate,32.0
1044.0,,5.01,572.0,CAR,Slow,28.0
1045.0,34.0,7.46,,3-Wheeler,SLOW,99.0
1046.0,unknown,2.16,341.0,CAR,Fast,66.0
1047.0,79.0,1.62,N/A,,,82.0
1048.0,36.0,6.52,567.0,2-Wheeler,,64.0
1049.0,80.0,6.44,,,fast,36.0
1050.0,28.0,6.1,,CAR,Moderate,10.0
1051.0,unknown,9.84,102.0,CAR,Moderate,45.0
1052.0,99.0,4.41,572.0,,Slow,51.0
1053.0,26.0,,307.0,Car,Moderate,99.0
1054.0,,3.78,517.0,car,,65.0
1055.0,unknown,5.18,189.0,,Moderate,94.0
1056.0,97.0,7.7,408.0,Car,SLOW,11.0
1057.0,89.0,6.42,585.0,car,fast,64.0
1058.0,45.0,7.75,598.0,CAR,Slow,35.0
1059.0,unknown,7.15,363.0,Car,Moderate,67.0
1060.0,28.0,2.27,360.0,CAR,Moderate,
1061.0,95.0,3.26,122.0,3-Wheeler,Moderate,23.0
1062.0,77.0,5.33,124.0,CAR,,95.0
1063.0,71.0,,145.0,Bus,fast,58.0
1064.0,37.0,2.26,220.0,2-Wheeler,SLOW,
1065.0,55.0,,373.0,2-Wheeler,fast,89.0
1066.0,44.0,9.05,280.0,3-Wheeler,fast,87.0
1067.0,85.0,3.39,578.0,3-Wheeler,SLOW,
1068.0,43.0,7.48,201.0,Car,SLOW,24.0
