Vehicle_ID,Battery_Capacity_kWh,Charging_Time_hr,Range_km,Vehicle_Type,Charging_Station_Type,State_of_Charge_%
607,74.0,,555,2-Wheeler,Moderate,78
608,64.0,3.41,535,Car,Slow,46
609,89.0,,387,3-Wheeler,Fast,45
610,21.0,,337,Bus,Moderate,59
611,61.0,1.02,445,2-Wheeler,Slow,80
612,22.0,,568,2-Wheeler,Fast,59
613,40.0,7.48,433,3-Wheeler,Fast,99
614,38.0,6.45,454,Bus,Slow,22
615,84.0,2.45,214,Car,Moderate,77
616,,1.64,419,3-Wheeler,Slow,43
617,68.0,,238,2-Wheeler,Moderate,30
618,61.0,1.73,472,2-Wheeler,Slow,17
619,73.0,0.71,525,2-Wheeler,Fast,82
620,26.0,4.66,253,3-Wheeler,Fast,23
621,,5.07,141,,Fast,71
622,,9.46,402,Bus,Slow,42
623,80.0,1.6,431,Bus,Slow,85
624,41.0,5.84,526,3-Wheeler,Fast,93
625,99.0,,539,Car,Slow,72
626,77.0,6.25,515,Bus,Fast,20
627,87.0,,340,Car,Moderate,46
628,83.0,,262,,Moderate,88
629,38.0,6.42,431,Bus,Moderate,45
630,98.0,5.12,112,Bus,Moderate,27
631,38.0,2.43,531,3-Wheeler,Slow,74
632,,2.73,592,3-Wheeler,Fast,35
633,26.0,7.8,149,3-Wheeler,Moderate,91
634,50.0,7.03,525,Bus,Slow,41
635,98.0,9.67,177,2-Wheeler,Slow,57
636,25.0,9.68,397,2-Wheeler,Fast,87
637,,5.69,160,Bus,Slow,96
638,74.0,8.79,104,3-Wheeler,Slow,47
639,68.0,9.53,371,,Fast,75
640,90.0,,235,2-Wheeler,Fast,54
641,,0.95,325,2-Wheeler,Moderate,80
642,57.0,3.86,172,Car,Fast,28
643,65.0,7.87,335,2-Wheeler,Fast,22
644,67.0,1.94,144,Car,Slow,81
645,45.0,3.93,229,Bus,Slow,82
646,91.0,4.2,441,2-Wheeler,Fast,91
647,90.0,7.52,579,Bus,Moderate,29
648,74.0,6.14,573,Bus,Fast,48
649,68.0,7.48,304,Bus,Moderate,81
650,59.0,2.8,159,Car,Slow,51
651,43.0,,465,2-Wheeler,Moderate,92
652,75.0,4.64,460,3-Wheeler,Moderate,43
653,,7.3,170,2-Wheeler,Slow,84
654,33.0,8.65,178,Bus,Fast,59
655,49.0,1.57,133,Bus,Slow,71
656,97.0,1.28,154,2-Wheeler,Slow,48
657,62.0,3.61,285,3-Wheeler,Slow,84
658,29.0,6.09,343,Bus,Fast,45
659,68.0,4.46,239,Bus,Fast,62
660,38.0,4.52,180,Bus,Moderate,23
661,72.0,9.09,340,Bus,Fast,77
662,79.0,0.85,464,Bus,Moderate,22
663,62.0,,416,Car,Moderate,10
664,54.0,9.22,341,Bus,Moderate,27
665,79.0,5.46,523,3-Wheeler,Slow,70
666,39.0,4.26,308,Bus,Fast,45
667,52.0,5.53,157,Car,Slow,24
668,50.0,6.26,366,3-Wheeler,Slow,86
669,22.0,0.71,172,Car,Slow,83
670,87.0,8.4,187,3-Wheeler,Slow,23
671,87.0,0.57,169,Car,Moderate,84
672,47.0,,399,2-Wheeler,Moderate,88
673,68.0,6.7,300,Car,Slow,80
674,82.0,5.28,170,2-Wheeler,Fast,52
675,35.0,6.46,235,2-Wheeler,Fast,65
676,29.0,3.73,416,Bus,Moderate,45
677,81.0,4.67,460,3-Wheeler,Slow,76
678,47.0,,427,3-Wheeler,Slow,33
679,55.0,9.59,315,2-Wheeler,Fast,46
680,29.0,2.06,351,Bus,Moderate,37
681,45.0,,117,3-Wheeler,Moderate,99
682,67.0,3.14,245,Bus,Moderate,14
683,45.0,5.72,303,Bus,Fast,98
684,49.0,,204,Bus,Fast,17
685,91.0,8.79,129,3-Wheeler,Fast,53
686,71.0,1.25,556,Car,Fast,23
687,29.0,0.83,372,Bus,Moderate,34
688,73.0,6.95,116,3-Wheeler,Moderate,76
689,23.0,6.52,432,,Moderate,79
690,96.0,6.77,551,Car,Moderate,49
691,92.0,9.59,306,3-Wheeler,Fast,70
692,59.0,9.79,291,2-Wheeler,Fast,39
693,22.0,2.71,564,3-Wheeler,Slow,83
694,43.0,4.65,112,Bus,Moderate,31
695,39.0,5.95,579,Bus,Fast,27
696,66.0,8.37,208,Car,Fast,90
697,30.0,9.17,147,,Fast,35
698,,3.89,267,Car,Fast,64
699,43.0,4.65,422,,Slow,13
700,75.0,,398,Bus,Moderate,94
701,38.0,,467,Car,Slow,94
702,51.0,2.28,162,Bus,Moderate,69
703,57.0,7.81,119,3-Wheeler,Moderate,67
704,84.0,7.15,271,2-Wheeler,Fast,37
705,84.0,9.02,436,2-Wheeler,Fast,69
706,47.0,0.69,495,3-Wheeler,Fast,71
707,24.0,2.52,207,3-Wheeler,Slow,15
708,58.0,,551,,Slow,28
709,63.0,9.15,539,3-Wheeler,Slow,65
710,75.0,3.3,157,,Moderate,16
711,88.0,2.46,136,3-Wheeler,Fast,54
712,59.0,5.95,381,,Moderate,53
713,79.0,9.24,368,Car,Moderate,73
714,30.0,5.54,154,Bus,Slow,61
715,75.0,5.08,255,Bus,Slow,67
716,85.0,8.12,526,3-Wheeler,Slow,16
717,80.0,3.8,568,3-Wheeler,Slow,39
718,92.0,4.7,540,Bus,Moderate,41
719,43.0,8.16,193,,Moderate,93
720,70.0,2.55,243,Bus,Slow,61
721,21.0,9.33,375,3-Wheeler,Fast,88
722,90.0,2.16,175,2-Wheeler,Moderate,50
723,74.0,7.44,127,3-Wheeler,Moderate,76
724,94.0,6.35,579,2-Wheeler,Moderate,90
725,96.0,7.57,234,Car,Moderate,69
726,28.0,9.62,154,2-Wheeler,Slow,94
727,28.0,8.7,495,3-Wheeler,Slow,29
728,78.0,5.77,519,3-Wheeler,Slow,86
729,91.0,3.45,456,Bus,Moderate,38
730,95.0,5.28,546,2-Wheeler,Slow,78
731,44.0,0.98,549,3-Wheeler,Slow,72
732,68.0,,234,3-Wheeler,Fast,33
733,44.0,4.77,133,,Moderate,60
734,88.0,5.15,318,3-Wheeler,Moderate,91
735,53.0,7.53,304,2-Wheeler,Moderate,73
736,95.0,2.73,345,Bus,Slow,94
737,35.0,2.46,347,2-Wheeler,Fast,70
738,95.0,1.79,267,3-Wheeler,Slow,93
739,,3.41,381,,Fast,65
740,53.0,2.3,166,2-Wheeler,Moderate,50
741,30.0,0.9,123,Car,Slow,11
742,98.0,2.91,406,Bus,Fast,91
743,44.0,4.68,202,Bus,Fast,67
744,,6.61,280,Car,Fast,62
745,,0.78,315,Car,Moderate,80
746,,1.54,412,3-Wheeler,Moderate,97
747,46.0,9.71,306,,Slow,39
748,73.0,,454,Bus,Slow,17
749,44.0,6.63,116,3-Wheeler,Slow,90
750,23.0,7.22,581,Bus,Moderate,61
751,66.0,6.15,491,2-Wheeler,Moderate,94
752,82.0,1.21,453,Car,Moderate,43
753,28.0,5.72,297,3-Wheeler,Fast,95
754,68.0,7.79,421,Car,Fast,18
755,25.0,9.48,303,3-Wheeler,Moderate,74
756,87.0,4.18,532,2-Wheeler,Moderate,91
757,86.0,0.62,199,3-Wheeler,Moderate,83
758,70.0,,211,Car,Moderate,70
759,60.0,4.64,243,Bus,Slow,86
760,74.0,5.41,298,Car,Slow,72
761,52.0,1.81,497,2-Wheeler,Slow,92
762,26.0,9.12,586,3-Wheeler,Slow,52
763,50.0,9.77,548,Car,Fast,55
764,52.0,1.63,543,2-Wheeler,Fast,40
765,77.0,9.62,431,Car,Moderate,50
766,22.0,2.87,382,Bus,Fast,11
767,48.0,9.05,569,Bus,Fast,62
768,48.0,5.99,412,2-Wheeler,Slow,51
769,59.0,9.94,516,2-Wheeler,Slow,36
770,81.0,1.39,240,2-Wheeler,Moderate,40
771,94.0,4.3,168,Bus,Fast,29
772,73.0,1.99,598,3-Wheeler,Slow,81
773,74.0,7.83,203,,Fast,75
774,75.0,9.61,483,2-Wheeler,Moderate,25
775,,3.5,164,Bus,Moderate,14
776,53.0,2.34,487,3-Wheeler,Moderate,30
777,93.0,,304,Bus,Fast,14
778,77.0,1.12,103,2-Wheeler,Moderate,56
779,29.0,,503,2-Wheeler,Fast,96
780,25.0,8.23,534,,Slow,36
781,25.0,2.46,339,2-Wheeler,Slow,32
782,,3.96,212,2-Wheeler,Fast,33
783,49.0,,554,Car,Moderate,47
784,78.0,4.89,247,Bus,Moderate,69
785,57.0,2.02,259,,Slow,79
786,74.0,3.32,165,3-Wheeler,Fast,50
787,28.0,,582,Bus,Slow,54
788,52.0,6.94,516,Car,Fast,70
789,36.0,6.79,529,,Fast,66
790,61.0,8.61,206,,Slow,36
791,25.0,9.85,240,2-Wheeler,Moderate,96
792,46.0,0.64,525,Bus,Fast,12
793,97.0,,598,Car,Moderate,34
794,70.0,9.63,200,Bus,Moderate,91
795,21.0,4.59,378,2-Wheeler,Fast,68
796,27.0,4.49,204,3-Wheeler,Fast,49
797,99.0,0.58,571,Bus,Fast,89
798,61.0,1.79,513,,Slow,90
799,,9.08,218,Bus,Slow,93
800,73.0,5.8,138,3-Wheeler,Fast,54
801,90.0,9.47,306,Bus,Slow,43
802,,,287,3-Wheeler,Moderate,78
803,85.0,9.18,262,2-Wheeler,Fast,93
804,81.0,2.96,314,2-Wheeler,Slow,59
805,48.0,4.15,262,2-Wheeler,Slow,72
806,53.0,9.55,381,2-Wheeler,Moderate,75
807,44.0,2.57,511,Car,Fast,18
808,77.0,9.05,241,Bus,Fast,75
809,75.0,2.46,222,2-Wheeler,Moderate,84
810,49.0,0.81,109,Bus,Moderate,91
811,34.0,4.92,355,2-Wheeler,Slow,50
812,23.0,8.99,184,Car,Slow,61
813,67.0,8.34,496,3-Wheeler,Fast,66
814,,8.41,316,3-Wheeler,Fast,91
815,83.0,4.63,453,Car,Fast,66
816,38.0,7.41,103,,Moderate,76
817,65.0,4.42,406,Bus,Slow,41
818,98.0,7.71,357,Car,Slow,86
819,48.0,,510,,Fast,65
820,,9.63,389,Car,Slow,56
821,,2.58,394,Bus,Moderate,85
822,20.0,8.55,425,Bus,Moderate,65
823,78.0,4.24,419,,Moderate,17
824,93.0,0.83,115,2-Wheeler,Moderate,62
825,80.0,7.48,112,2-Wheeler,Fast,82
826,44.0,8.03,586,3-Wheeler,Slow,32
827,20.0,6.05,589,,Moderate,32
828,67.0,9.75,298,,Slow,94
829,28.0,4.71,264,3-Wheeler,Fast,18
830,90.0,9.49,519,Car,Moderate,57
831,54.0,2.5,114,Bus,Slow,48
832,45.0,,202,Bus,Fast,83
833,90.0,2.75,577,2-Wheeler,Fast,61
834,43.0,,445,3-Wheeler,Slow,56
835,29.0,4.21,471,Bus,Fast,93
836,26.0,5.85,482,2-Wheeler,Moderate,97
837,88.0,8.24,433,2-Wheeler,Moderate,66
838,95.0,4.06,455,2-Wheeler,Fast,61
839,30.0,6.18,133,3-Wheeler,Slow,48
840,,4.3,573,Car,Fast,17
841,91.0,7.92,433,Car,Slow,63
842,79.0,9.04,540,2-Wheeler,Moderate,76
843,37.0,3.33,257,Car,Slow,69
844,49.0,1.94,443,Car,Slow,56
845,31.0,6.15,147,Bus,Moderate,79
846,93.0,4.11,496,Bus,Fast,84
847,62.0,1.42,460,Car,Fast,96
848,94.0,3.57,470,Bus,Fast,59
849,76.0,8.09,348,2-Wheeler,Slow,21
850,30.0,4.17,368,Car,Fast,21
851,,7.55,299,Bus,Moderate,82
852,31.0,2.78,176,Car,Moderate,88
853,28.0,1.28,150,2-Wheeler,Moderate,62
854,,8.63,139,3-Wheeler,Moderate,42
855,35.0,6.95,494,3-Wheeler,Slow,64
856,39.0,4.1,553,3-Wheeler,Slow,77
857,47.0,6.36,520,Bus,Slow,23
858,24.0,2.01,343,Car,Fast,92
859,85.0,9.71,253,,Fast,67
860,78.0,4.33,402,Bus,Fast,58
861,77.0,,264,Bus,Moderate,80
862,83.0,7.86,556,Bus,Moderate,27
863,52.0,1.81,214,2-Wheeler,Moderate,27
864,21.0,0.79,562,Bus,Slow,22
865,85.0,9.51,123,2-Wheeler,Fast,44
866,57.0,3.53,367,3-Wheeler,Fast,26
867,76.0,2.32,119,2-Wheeler,Fast,31
868,76.0,8.05,431,3-Wheeler,Fast,91
869,83.0,,545,2-Wheeler,Slow,40
870,78.0,8.13,117,Car,Moderate,27
871,49.0,5.05,490,Car,Slow,36
872,43.0,6.54,519,3-Wheeler,Moderate,31
873,58.0,6.57,213,Car,Fast,86
874,,,429,,Moderate,84
875,,,108,2-Wheeler,Fast,52
876,85.0,7.27,285,,Moderate,73
877,29.0,,357,2-Wheeler,Slow,94
878,27.0,7.14,183,2-Wheeler,Slow,77
879,90.0,1.1,305,2-Wheeler,Fast,20
880,87.0,8.97,402,Car,Moderate,67
881,50.0,7.54,167,Bus,Slow,54
882,50.0,9.69,386,2-Wheeler,Slow,48
883,77.0,,330,Bus,Fast,98
884,63.0,1.44,302,3-Wheeler,Fast,36
885,73.0,,101,3-Wheeler,Moderate,43
886,48.0,4.15,189,,Fast,41
887,98.0,0.64,108,2-Wheeler,Moderate,62
888,81.0,8.45,321,3-Wheeler,Slow,93
889,72.0,4.23,178,3-Wheeler,Slow,75
890,41.0,7.0,329,2-Wheeler,Moderate,14
891,42.0,5.61,523,Car,Moderate,24
892,99.0,7.73,468,Car,Moderate,75
893,98.0,5.95,372,2-Wheeler,Slow,85
894,92.0,9.41,364,3-Wheeler,Moderate,60
895,26.0,8.89,489,3-Wheeler,Moderate,13
896,36.0,5.74,490,3-Wheeler,Slow,43
897,92.0,4.18,141,3-Wheeler,Fast,87
898,86.0,4.57,552,Bus,Moderate,13
899,86.0,5.03,173,Bus,Moderate,78
900,71.0,,535,Car,Moderate,13
901,67.0,6.36,148,Bus,Fast,15
902,24.0,2.75,125,2-Wheeler,Fast,62
903,30.0,5.99,361,2-Wheeler,Slow,73
904,80.0,4.02,375,3-Wheeler,Moderate,31
905,84.0,2.46,245,Car,Slow,70
906,56.0,4.28,281,Bus,Moderate,58
907,46.0,4.96,103,Bus,Slow,96
908,28.0,,127,2-Wheeler,Slow,61
909,43.0,4.25,329,Car,Moderate,88
910,41.0,3.59,362,Bus,Fast,94
911,53.0,6.01,406,2-Wheeler,Slow,74
912,89.0,6.94,342,3-Wheeler,Slow,77
913,76.0,2.02,242,,Slow,65
914,40.0,7.2,310,Bus,Moderate,16
915,29.0,,595,Car,Fast,73
916,83.0,1.22,592,3-Wheeler,Slow,95
917,46.0,1.34,274,2-Wheeler,Slow,42
918,56.0,2.4,532,,Slow,19
919,25.0,3.41,472,3-Wheeler,Moderate,57
920,77.0,,476,Car,Moderate,15
921,66.0,4.97,432,Bus,Slow,80
922,52.0,5.29,404,3-Wheeler,Moderate,92
923,67.0,7.03,305,2-Wheeler,Fast,18
924,24.0,1.32,201,Car,Fast,31
925,43.0,3.63,343,Bus,Moderate,67
926,50.0,5.82,295,3-Wheeler,Fast,51
927,76.0,,529,,Fast,57
928,,7.44,360,2-Wheeler,Slow,26
929,94.0,,588,Car,Moderate,97
930,69.0,3.63,192,2-Wheeler,Fast,43
931,83.0,1.96,440,Car,Moderate,71
932,73.0,,513,2-Wheeler,Moderate,79
933,61.0,4.28,146,2-Wheeler,Slow,25
934,44.0,9.67,296,Bus,Fast,64
935,94.0,3.57,160,3-Wheeler,Fast,77
936,38.0,,522,,Fast,73
937,28.0,9.77,138,3-Wheeler,Fast,91
938,,8.32,550,2-Wheeler,Moderate,73
939,81.0,,471,3-Wheeler,Moderate,64
940,40.0,8.76,242,Car,Slow,49
941,,8.04,581,2-Wheeler,Fast,48
942,32.0,5.28,447,Car,Fast,82
943,26.0,1.04,549,Car,Slow,54
944,65.0,8.13,306,Car,Fast,22
945,62.0,3.69,418,Bus,Slow,58
946,87.0,3.19,351,2-Wheeler,Slow,56
947,40.0,7.21,522,3-Wheeler,Fast,81
948,,8.3,183,2-Wheeler,Moderate,80
949,33.0,1.29,223,,Fast,72
950,29.0,8.07,165,3-Wheeler,Fast,35
951,,1.45,353,Car,Slow,12
952,31.0,6.74,383,Car,Slow,48
953,88.0,3.41,323,3-Wheeler,Fast,43
954,51.0,6.97,328,Car,Fast,58
955,34.0,1.19,516,Bus,Fast,68
956,29.0,1.38,189,3-Wheeler,Moderate,85
957,96.0,4.66,112,3-Wheeler,Moderate,58
958,97.0,2.91,492,Bus,Moderate,13
959,,,166,Bus,Moderate,21
960,57.0,2.88,547,2-Wheeler,Slow,41
961,82.0,3.24,483,Bus,Moderate,38
962,73.0,,455,Car,Fast,22
963,91.0,7.97,242,Bus,Moderate,81
964,54.0,0.62,470,3-Wheeler,Moderate,94
965,97.0,3.62,485,Bus,Moderate,38
966,76.0,,198,2-Wheeler,Slow,42
967,79.0,4.91,420,Bus,Moderate,65
968,79.0,5.46,335,Bus,Fast,56
969,40.0,4.21,437,2-Wheeler,Fast,20
970,29.0,2.64,361,Bus,Moderate,73
971,48.0,6.82,253,Car,Slow,61
972,40.0,4.03,171,3-Wheeler,Slow,84
973,59.0,8.65,499,Car,Moderate,19
974,78.0,,159,2-Wheeler,Slow,98
975,41.0,4.97,112,3-Wheeler,Slow,34
976,31.0,7.13,133,2-Wheeler,Fast,32
977,37.0,2.94,412,Car,Moderate,24
978,75.0,,526,3-Wheeler,Moderate,60
979,48.0,,280,Car,Moderate,12
980,30.0,3.65,199,2-Wheeler,Slow,89
981,21.0,1.39,516,,Moderate,31
982,80.0,9.87,273,2-Wheeler,Slow,83
983,72.0,4.06,404,2-Wheeler,Slow,97
984,44.0,,521,Car,Slow,22
985,,9.41,473,Bus,Slow,73
986,,,554,2-Wheeler,Moderate,85
987,36.0,1.22,156,,Fast,66
988,77.0,6.28,583,3-Wheeler,Slow,34
989,90.0,4.32,576,,Fast,31
990,23.0,4.22,378,3-Wheeler,Slow,44
991,96.0,1.12,209,3-Wheeler,Slow,78
992,61.0,1.19,466,3-Wheeler,Slow,47
993,50.0,5.88,336,Bus,Moderate,67
994,37.0,4.72,256,Bus,Moderate,45
995,54.0,5.62,202,Car,Slow,70
996,84.0,,430,Bus,Fast,55
997,26.0,3.52,210,,Moderate,71
998,68.0,1.31,133,2-Wheeler,Fast,99
999,31.0,7.27,223,Bus,Slow,94
1000,30.0,1.67,291,3-Wheeler,Moderate,33
1001,41.0,4.65,431,3-Wheeler,Slow,94
1002,67.0,1.42,433,2-Wheeler,Fast,14
1003,56.0,9.25,530,Bus,Fast,80
1004,,8.41,439,Car,Moderate,93
1005,65.0,1.19,262,Car,Moderate,89
1006,94.0,6.16,507,3-Wheeler,Moderate,94
1007,62.0,7.52,542,3-Wheeler,Slow,14
1008,60.0,4.57,294,Car,Slow,11
1009,38.0,4.92,414,Car,Fast,61
1010,39.0,6.63,264,Bus,Slow,64
1011,66.0,,511,3-Wheeler,Fast,95
1012,28.0,9.63,548,2-Wheeler,Moderate,86
1013,94.0,8.42,127,Bus,Slow,50
1014,83.0,9.29,328,Bus,Slow,53
1015,40.0,0.73,176,3-Wheeler,Moderate,82
1016,33.0,8.95,199,2-Wheeler,Fast,74
1017,93.0,4.31,349,Car,Moderate,68
1018,23.0,7.41,500,2-Wheeler,Slow,58
1019,46.0,7.36,125,Car,Slow,94
1020,29.0,0.81,153,2-Wheeler,Moderate,64
1021,34.0,1.14,392,2-Wheeler,Slow,56
1022,58.0,2.39,294,2-Wheeler,Moderate,80
1023,62.0,4.02,303,,Fast,54
1024,83.0,3.1,141,2-Wheeler,Fast,82
1025,60.0,2.1,210,3-Wheeler,Moderate,44
1026,45.0,7.94,230,Car,Fast,98
1027,71.0,9.29,521,3-Wheeler,Slow,10
1028,31.0,1.46,102,2-Wheeler,Slow,45
1029,29.0,2.48,193,2-Wheeler,Fast,88
1030,35.0,9.57,418,2-Wheeler,Slow,96
1031,54.0,4.88,117,2-Wheeler,Fast,42
1032,84.0,7.42,199,2-Wheeler,Moderate,41
1033,43.0,8.04,317,Bus,Moderate,45
1034,66.0,1.64,362,Car,Moderate,93
1035,66.0,9.74,504,2-Wheeler,Fast,43
1036,76.0,1.03,435,,Moderate,54
1037,20.0,7.85,585,3-Wheeler,Fast,66
1038,73.0,9.11,512,Bus,Moderate,36
1039,,4.87,470,3-Wheeler,Moderate,92
1040,29.0,9.93,127,2-Wheeler,Slow,57
1041,96.0,8.88,458,Car,Slow,35
1042,56.0,6.67,463,Car,Moderate,27
1043,84.0,3.22,342,Bus,Slow,85
1044,99.0,3.83,430,2-Wheeler,Fast,55
1045,26.0,6.43,313,Car,Fast,19
1046,46.0,,590,,Fast,83
1047,20.0,4.44,312,Car,Fast,21
1048,88.0,4.31,475,2-Wheeler,Moderate,39
1049,51.0,3.97,568,,Fast,48
1050,62.0,4.88,413,Car,Slow,65
1051,,7.46,544,Bus,Moderate,64
1052,65.0,7.48,430,Bus,Moderate,84
1053,86.0,3.33,190,Car,Moderate,32
1054,88.0,1.65,371,Bus,Moderate,99
1055,61.0,8.7,467,Car,Fast,15
1056,97.0,2.14,465,2-Wheeler,Moderate,56
1057,86.0,6.73,372,Bus,Moderate,36
1058,36.0,4.13,545,2-Wheeler,Slow,43
1059,57.0,5.73,129,Bus,Moderate,49
1060,,5.7,430,,Moderate,92
1061,68.0,3.71,149,2-Wheeler,Moderate,23
1062,67.0,1.49,152,2-Wheeler,Slow,40
1063,30.0,8.55,144,Car,Moderate,17
1064,85.0,3.75,168,Bus,Fast,73
1065,23.0,1.14,525,Bus,Moderate,65
1066,99.0,6.56,590,3-Wheeler,Slow,45
1067,82.0,7.25,430,2-Wheeler,Fast,80
1068,72.0,2.68,452,Bus,Slow,72
1069,84.0,5.7,425,2-Wheeler,Fast,39
1070,20.0,,140,Bus,Fast,29
1071,32.0,5.14,336,3-Wheeler,Moderate,62
1072,47.0,6.16,252,2-Wheeler,Moderate,48
1073,73.0,7.78,285,Car,Moderate,25
1074,87.0,3.35,544,,Moderate,55
1075,86.0,2.72,564,2-Wheeler,Slow,57
1076,86.0,3.23,304,2-Wheeler,Slow,13
1077,48.0,5.86,401,2-Wheeler,Fast,85
1078,,8.64,517,2-Wheeler,Moderate,35
1079,88.0,8.23,122,3-Wheeler,Slow,55
1080,68.0,8.58,167,Car,Slow,35
1081,42.0,7.93,438,2-Wheeler,Fast,39
1082,,7.59,209,3-Wheeler,Fast,33
1083,43.0,5.88,544,3-Wheeler,Slow,77
1084,86.0,2.49,350,,Moderate,36
1085,83.0,6.39,458,2-Wheeler,Fast,58
1086,54.0,0.81,523,2-Wheeler,Slow,62
1087,98.0,8.57,565,Car,Moderate,10
1088,,4.31,161,Bus,Slow,89
1089,50.0,9.49,566,Car,Moderate,66
1090,,3.05,304,3-Wheeler,Slow,30
1091,50.0,3.21,502,3-Wheeler,Fast,58
1092,57.0,5.41,179,Car,Moderate,46
1093,20.0,6.89,176,3-Wheeler,Moderate,92
1094,95.0,5.41,438,2-Wheeler,Moderate,62
1095,,6.2,534,2-Wheeler,Moderate,83
1096,56.0,,295,Bus,Fast,80
1097,37.0,2.91,375,3-Wheeler,Slow,24
1098,30.0,2.9,123,Bus,Slow,19
1099,22.0,,508,Car,Fast,27
1100,32.0,5.39,409,3-Wheeler,Slow,71
1101,43.0,5.53,441,Car,Slow,45
1102,22.0,9.27,109,3-Wheeler,Fast,60
1103,49.0,2.86,162,Car,Slow,62
1104,29.0,8.77,574,3-Wheeler,Slow,20
1105,52.0,1.25,263,,Slow,58
1106,68.0,2.23,273,3-Wheeler,Fast,72
1107,52.0,8.3,162,Bus,Moderate,60
1108,,6.35,171,,Slow,67
1109,50.0,6.08,244,3-Wheeler,Moderate,82
1110,32.0,5.94,235,3-Wheeler,Moderate,73
1111,86.0,2.59,509,2-Wheeler,Fast,26
1112,71.0,3.87,278,Car,Fast,11
1113,97.0,5.45,307,Car,Fast,81
1114,56.0,9.18,598,Car,Slow,49
1115,,7.6,101,Bus,Fast,96
1116,93.0,4.04,346,3-Wheeler,Slow,67
1117,56.0,9.41,433,,Slow,48
1118,86.0,2.48,372,3-Wheeler,Moderate,38
1119,60.0,6.57,376,Car,Moderate,69
1120,,9.8,452,2-Wheeler,Fast,32
1121,56.0,8.12,256,3-Wheeler,Moderate,78
1122,28.0,8.95,229,2-Wheeler,Moderate,78
1123,50.0,8.62,558,2-Wheeler,Slow,13
1124,24.0,5.92,587,Car,Fast,28
1125,92.0,,248,Bus,Fast,83
1126,56.0,5.18,151,Car,Slow,41
1127,55.0,7.9,456,3-Wheeler,Fast,77
1128,72.0,3.78,131,2-Wheeler,Fast,20
1129,98.0,8.71,368,Car,Slow,90
1130,30.0,6.36,472,3-Wheeler,Moderate,65
1131,22.0,2.57,486,,Slow,96
1132,58.0,7.5,157,3-Wheeler,Moderate,35
1133,47.0,,140,3-Wheeler,Fast,94
1134,60.0,8.41,489,3-Wheeler,Slow,65
1135,39.0,3.05,508,2-Wheeler,Slow,17
1136,82.0,4.49,146,2-Wheeler,Slow,76
1137,27.0,1.82,193,Car,Moderate,10
1138,62.0,7.33,462,2-Wheeler,Moderate,47
1139,24.0,5.39,510,Bus,Moderate,12
1140,72.0,,415,Car,Moderate,43
1141,70.0,,373,Car,Slow,47
1142,85.0,3.84,218,Bus,Fast,49
1143,33.0,8.83,124,Car,Slow,71
1144,31.0,6.18,487,,Slow,64
1145,88.0,0.73,507,3-Wheeler,Fast,73
1146,86.0,5.69,580,Bus,Fast,86
1147,72.0,8.84,455,Car,Fast,18
1148,81.0,6.21,445,Bus,Slow,21
1149,28.0,3.19,272,2-Wheeler,Moderate,58
1150,27.0,0.83,183,3-Wheeler,Moderate,67
1151,62.0,7.87,260,Car,Slow,61
1152,98.0,9.27,550,Bus,Moderate,61
1153,52.0,,374,2-Wheeler,Slow,59
1154,93.0,7.89,384,Car,Moderate,30
1155,78.0,4.11,153,Bus,Fast,64
1156,92.0,4.2,124,,Moderate,77
1157,,9.08,206,3-Wheeler,Moderate,69
1158,54.0,2.09,368,,Fast,35
1159,42.0,7.64,170,2-Wheeler,Slow,87
1160,,1.37,159,Car,Moderate,11
1161,61.0,5.93,133,Bus,Slow,31
1162,52.0,7.93,458,2-Wheeler,Fast,87
1163,,9.57,504,3-Wheeler,Moderate,12
1164,,,441,Car,Slow,26
1165,41.0,,494,3-Wheeler,Fast,23
1166,93.0,9.06,105,Car,Slow,24
1167,76.0,8.68,272,3-Wheeler,Moderate,72
1168,55.0,4.09,367,3-Wheeler,Fast,70
1169,62.0,,534,Car,Slow,45
1170,42.0,,331,Bus,Slow,49
1171,29.0,4.96,224,2-Wheeler,Fast,93
1172,40.0,2.43,123,,Fast,83
1173,51.0,,195,Bus,Slow,64
1174,52.0,,191,Car,Fast,38
1175,38.0,9.12,457,3-Wheeler,Fast,97
1176,75.0,4.74,453,3-Wheeler,Fast,64
1177,37.0,9.35,215,2-Wheeler,Slow,92
1178,34.0,9.6,409,Bus,Moderate,97
1179,91.0,0.69,347,Bus,Fast,39
1180,86.0,9.58,525,Bus,Fast,77
1181,57.0,5.69,368,3-Wheeler,Slow,63
1182,21.0,9.45,428,Bus,Slow,26
1183,86.0,1.41,405,Bus,Moderate,95
1184,99.0,3.35,142,3-Wheeler,Fast,61
1185,80.0,3.92,205,Car,Fast,35
1186,57.0,9.87,174,Car,Slow,70
1187,99.0,1.94,582,Car,Fast,32
1188,,5.76,105,2-Wheeler,Moderate,32
1189,50.0,2.16,475,Bus,Slow,15
1190,81.0,1.68,273,Bus,Fast,13
1191,51.0,9.33,189,Car,Fast,15
1192,57.0,4.78,594,Car,Slow,46
1193,97.0,7.6,364,Car,Moderate,40
1194,,5.62,198,3-Wheeler,Slow,29
1195,88.0,,334,Bus,Moderate,27
1196,24.0,7.58,115,Car,Slow,60
1197,53.0,4.43,477,Bus,Moderate,29
1198,,,450,Bus,Slow,57
1199,20.0,5.07,396,2-Wheeler,Slow,17
1200,78.0,4.88,566,Car,Fast,92
